"Category","RelativePath","Bytes","Chars","Lines","SHA256","ChunkChars","TotalChunks","ReadUntil","Status"
"01-book-report","01-book-report\0502 - The Designed World（2010）.深度报告.md","23178","16182","254","7EFC9AF8E9B5FD5EA8E541F33CAACE1B13FB308050107D36360A7ABC7A70987D","7000","3","0","PENDING"
"01-book-report","01-book-report\0503 - Discovering Design（1995）.深度报告.md","22153","15349","254","86587E2189FDC7277648B0C1C6BD19B4ED2B9A9C10AD9FC07EC11DC8F4F81010","7000","3","0","PENDING"
"01-book-report","01-book-report\0504 - The Idea of Design（1995）.深度报告.md","19608","12993","245","E8CA14BB19215B3CA7437EBDC68F03B0B7B3E1FE3825EB4BC5FA208E8D24CCC2","7000","2","0","PENDING"
"01-book-report","01-book-report\0505 - Design Studies：A Reader（2009）.深度报告.md","19756","13152","254","E768FCF2024F4120523BE4EDBC41EFC03A5840B273A6717E28F101DEA5CB9BC2","7000","2","0","PENDING"
"01-book-report","01-book-report\0506 - Design History：Understanding Theory and Method（2010）.深度报告.md","20699","14253","243","E4199E5F035D9152640C6EC15830E29467B07E8E2BCB8AB760C42E183E4087EF","7000","3","0","PENDING"
"01-book-report","01-book-report\0507 - A World History of Design and the History of the World（2005）.深度报告.md","18203","12016","232","BC93CAB573A670A3914763AED122AE88622BD6C5CEBAE06CE94E9EA73F4CA3A1","7000","2","0","PENDING"
"01-book-report","01-book-report\0508 - Design History or Design Studies（1992）.深度报告.md","18698","12756","232","4D51A86518E95BD8A3BD93D8A8031B19B5E03679A7C1F8C0E39889A4883EDCBF","7000","2","0","PENDING"
"01-book-report","01-book-report\0509 - Design in History（2009）.深度报告.md","19207","12947","231","2BC142E6173D4BE40B6E007744D463589601436AC9BF3319D99AB5D489A301E1","7000","2","0","PENDING"
"01-book-report","01-book-report\0510 - The Politics of the Artificial（2002）.深度报告.md","17149","10653","247","4564CA0DD55D2B12B97FAF28AB8F388852F000AC2AD41531814807DE542FFCE0","7000","2","0","PENDING"
"01-book-report","01-book-report\0511 - World History of Design，Volume 1（2015）.深度报告.md","33938","14499","257","C782AA95A86131768E9BBAC6440BBF3269C169ADBDA9B7897CC16014CEAB9A20","7000","3","0","PENDING"
"01-book-report","01-book-report\0512 - World History of Design，Volume 2（2015）.深度报告.md","17781","11196","250","DEE461BF8483019871C3AE7BAF3AE7B500EA9F943771F075722AD96DED830980","7000","2","0","PENDING"
"01-book-report","01-book-report\0513 - An Introduction to Design and Culture（1986）.深度报告.md","20742","14256","254","C0986AFFB9741035FC9A7B93170CDE7FFAC4FEE04D5FA4949CBDFE86A5BDF99A","7000","3","0","PENDING"
"01-book-report","01-book-report\0514 - The Routledge Companion to Design Studies（2016）.深度报告.md","19437","12927","255","22462A373D250D8DCB626186469C82257F93AC5A176DEB084DE4C350EFB1C8AB","7000","2","0","PENDING"
"01-book-report","01-book-report\0515 - Design After Modernism（1988）.深度报告.md","20171","13874","241","C7C75818E8C0D8CBCFDABEE1975159A13E087ED67E1DCC0D0879EBEDE94098E2","7000","2","0","PENDING"
"01-book-report","01-book-report\0516 - Design History and the History of Design（1989）.深度报告.md","20364","14114","254","ADADC62191F6C0D482091E0B968DD07F561AAE144E09CDF1F9687EF91B73CA6A","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0001 - [ACM Press the conference - Ft_ Lauderdale, Florida, USA -- Gaver, William W_; B.论文深度报告.md","19653","15186","260","34E079D5E5EED9AB3EAD2C5260188F8EC636B20C1A54D3D692F6229D64D7B63F","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0002 - Alan C. Birnholz (review)：《Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard Roters_c575ab3c.论文深度报告.md","17096","12754","230","A3B129309AC4A9808AC893E0DE546F8E6CCEF7E7D6F2F5F396211797202F0C1E","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0003 - Allison, Brian：Research in Art and Design, 1993_paged.论文深度报告.md","21172","17068","246","8FF98C1DD82A15A26894B7D886F2C5D285F49544AA08E94C65081DAECD6FB4E6","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0004 - Alternatives：《exploring information appliances through Bill Gaver; Heather Marti.论文深度报告.md","17755","13597","239","C36593248E85519C2D523B473B0734B737C8181C1F3B3DC79EDE12ACFBC5F0DF","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0005 - Anne-Marie Willis：《Ontological Designing》，2006_paged.论文深度报告.md","20838","16049","266","29D641C0A76FA9684B62DECEF861CFADA20B6CA3A938F95EEA7016D6FFE7C5B7","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0006 - Avant-Garde as Method Vkhutemas and the Pedagogy of Space, 1920-1930.论文深度报告.md","13490","8319","185","29CCBEF3A9E7416EF102A2436B45D93FD00E58243752845BBCEC620823FEA6B8","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0007 - Bauhaus Imaginista Haus der Kulturen der Welt, Berlin, -- Basu, Priyanka -- West.论文深度报告.md","20780","15775","253","46F6CBCACC8D378C7ACE765FF6553A88EEEC589ECF6CCA05795489708699E6DF","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0008 - Book Review：《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De.论文深度报告.md","14189","10341","202","D5493E287F6D913B8A603D545D2E5487F23E1D9E4B1A1F8D623D04131DEE77B0","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0009 - Brew, Angela：The Nature of Research：Inquiry into Academic Contexts, 2001_paged.论文深度报告.md","24794","19779","292","BE3225C511BE728D062A84736B19C920F8CAD4880C8D75DC2E799AD055912316","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0010 - Bruno Latour (as Jim Johnson)：《Mixing Humans and Nonhumans Together The Sociology of a Door-Closer》，1988_paged.论文深度报告.md","18432","14336","235","32BF7CD15047AA11BF4172837D55A3C7BA974997C33BFFADA1186DC50651EFDE","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0011 - Buchanan, Richard：Design Research and the New Learning, 2001_paged.论文深度报告.md","19569","14909","248","3F3C303EE65B97E7C28D93182659C297347AC7F32DCFED0FDF40BF73153CCFAC","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0012 - Buchanan：《Discovering design explorations in design studies》.论文深度报告.md","25407","19830","300","E05174FF827D00AF91B9211545BD3CD5E7DA41F53BED87D05A4A6A56282D0EDF","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0013 - Cameron Tonkinwise：《Design for Transitions ‒ from and to what》_paged.论文深度报告.md","20775","16041","266","D7D8D46F8B74104B1CBAE9B451E93075B8F53D958A168E0BBE0475A940BE102C","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0014 - Cameron Tonkinwise：《How We Intend to Future Review of Speculative Everything》，2014_paged.论文深度报告.md","20573","15963","263","C7D7F9D7B9BFDA0F136329F7FD9EC693CBC73283F5F2DB578C14D1DDAE81CA79","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0015 - Cameron Tonkinwise：《Is Design Finished Dematerialisation and Changing Things》，2004_paged.论文深度报告.md","20803","16120","253","D11291349243442DBEDC2C2BC1EEA9F2EEDDAE85FB6E79BDF97C8C5BBD38327D","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0016 - Capkova, Helena; et al.：History of Design：Decorative Arts and Material Culture, 1400-2000, 2015_paged.论文深度报告.md","16021","11769","214","AB6672FE351F17B6EE30BFB73253AC37166DDFD3A298118B98D0247BBBA5DDD2","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0017 - Catherine Harper：《Rethinking Decoration Pleasure and Ideology in the Visual Arts》_paged.论文深度报告.md","14646","10642","219","A6FBC372B892157A71287B5E820CBDE2A897455827CA6D55388B228F6F8243B9","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0018 - Cross, Nigel：Designerly Ways of Knowing, 2006_paged.论文深度报告.md","23544","18459","288","82172C7ECAE99DCF91207A74517EF80CD8D2046C3ED0D90D428F8BA57A248DA9","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0019 - Cross, Nigel：Designerly Ways of Knowing：Design Discipline versus Design Science, 2001_paged.论文深度报告.md","17766","13326","239","0A5AF0946DBD80B06D9F81E2B0E7015F9812486CDD762D60625D5372B9DCF8CE","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0020 - Design and the Construction of Publics -- DiSalvo, Carl -- Design Issues, #1, 25.论文深度报告.md","19394","15007","246","3F33E0F0D9E048516873254A381B6A168F865BC8F1AA5EBA4624D07F811EB894","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0021 - Design history _ an anthology -- Doordan, Dennis P -- A Design issues reader, Ca.论文深度报告.md","25398","19855","299","8D2968883CD09D4A486EDCD4AFE51EB5612A42E2F9E914C75DF46D69A9428001","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0022 - Design Issues：Editors (2004-2013), 2014_paged.论文深度报告.md","10898","7093","198","373A7128D0724D7B0BB655F5587BCD5EB5E0C83BBE3F0B52058BE18558CB2EE8","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0023 - Design research society conference -- Design Studies, #4, 18, pages I-0, 1997 oc.论文深度报告.md","12575","8673","200","41347559215AAE6B3C63AF137E256B74C4F03BBE1549093F19AE35F0F850EAB3","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0024 - Designing Visual Interfaces -- Mullet, Kevin; Sano, Darrell -- ACM SIGCHI Bullet.论文深度报告.md","14530","10472","205","8F09908A547EA8579C7C23A04D1D63C587C78CE6B88EB5DB1FC54BAA6FE88993","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0025 - Dorst, Kees; Cross, Nigel：Creativity in the Design Process：Co-evolution of Problem and Solution, 2001_paged.论文深度报告.md","17853","13479","240","9F8FC7BF7C2E35230C889AA29778EEA46E067B24193AE78FA21409807ABB013C","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0026 - Dorst, Kees：The Core of Design Thinking and Its Application, 2011_paged.论文深度报告.md","20093","15411","248","800E1CDB8D0D82C91D0AD199E970B696BC040E5CA4D0D959FA1E1E8F5ABA5E77","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0027 - Dunne：《[ACM Press the conference - London, England (2002.06.25-2002.06.28)] Proc.论文深度报告.md","14767","10541","222","DFA699F051A77A95A3987398EBEEAE653CBEAE67D717C097428E9CADD9E7CF48","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0028 - Engholm, Ida：Digital Style History：The Development of Graphic Design on the Internet, 2002_paged.论文深度报告.md","22970","18450","260","7CB5364D2F6BD69CD04688F0DA4E8050775809226B721F53AABE24ED8783E865","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0029 - Fallman：《The Interaction Design Research Triangle of Design Practice, Design Stu.论文深度报告.md","19088","14878","240","733A06F68AFD9FB66CD27F285F38FA4A9054697181DE717F873E234FFFA9AB60","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0030 - Foucault, Michel：Of Other Spaces：Utopias and Heterotopias, 1967_paged.论文深度报告.md","15703","11675","216","79FFC75406BF8F2508B72D48636478104CA0064B5F658CD5C7D2FC411819BE35","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0031 - Frampton, Kenneth：Towards a Critical Regionalism：Six Points for an Architecture of Resistance, 1983_paged.论文深度报告.md","20631","16137","247","09230C2FAD388E057832C86D93FD37F2FDDF4A0CE81201D5513128194583B832","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0032 - Gideon Kossoff：《Holism and the Reconstitution of Everyday Life A Framework for Transition to a Sustainable Soci_685e5d2f.论文深度报告.md","23509","18987","258","85DB9433C81C774B1DDD76C36FA0B01D4CE46B884F53755534B836EFC49768A4","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0033 - Glanville, Ranulph; Jonas, Wolfgang：Research through Design through Research：A Cybernetic Model, 2007_paged.论文深度报告.md","20953","16350","260","940FC3BCC171BAF05901ECA1D245EF912FF5F4ACC33AF3BA150060CD56B9660C","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0034 - Horst W. J. Rittel; Melvin M. Webber：《Dilemmas in a General Theory of Planning》_paged.论文深度报告.md","18269","14123","235","51F4D6006FD0EA33A027D538BE3D67529985F107B7A61DE5A3FFB293A001811C","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0035 - How HCI interprets the probes -- Kirsten Boehner; Janet Vertesi; Phoebe Sengers;.论文深度报告.md","18733","14304","250","5C7F4948651CB56FBB94A07133EB5EC59685AB792982D1D55E5C0A08A9AE56E4","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0036 - How to conduct a bibliometric analysis_ An overview and -- Donthu, Naveen (autho.论文深度报告.md","21680","17232","263","01E1CF7181403FF3E502ED774D286DFB89199EE31DDB2902A5C4A33334A898C5","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0037 - HUNT J. Prototyping the social Temporality and speculative futures at the inters.论文深度报告.md","12814","9200","193","D6C4621777E502862C76B08093F39B8A3EDF8951E56C04957AF3F4E9D5B0DC35","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0038 - Igor Kopytoff：《The Cultural Biography of Things Commoditization as Process》，1986_paged.论文深度报告.md","21733","17231","255","7E4ECCDF1FBC002DC20308960188E377D53C0C3B4A7A709F142A086ECB217C2C","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0039 - INDEX.论文深度报告.md","13853","8268","226","BFC8F5CD9682D5DBD3926CB2FE9E0B59BB1CCBB8F4926DC8619454F3FBC25B74","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0040 - Jeanne Liedtka：《Perspective Linking Design Thinking with Innovation Outcomes through Cognitive Bias Reduction》，_79f8b440.论文深度报告.md","22448","17852","266","3C1F9896CDFC71B06F50630123537DF81F91A12499F524699B13AB9DFEB085C1","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0041 - Jespersen, John Kresten：Originality and Jones' The Grammar of Ornament of 1856, 2008_paged.论文深度报告.md","21131","16402","258","D8DDC7AA67A24F7D66010B14E0DA1C02FB269424EB77D199F5963C595BCA9EE8","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0042 - Laura Forlano：《Posthumanism and Design》，2017_paged.论文深度报告.md","21133","16454","265","ED9402422237D31DA22A7843F7E24A2DE4A39A3DA32D1C558E5C7274C5911094","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0043 - Lucy Kimbell：《Rethinking Design Thinking Part II》，2012_paged.论文深度报告.md","20034","15418","263","54741DEBADB2A3DB88CC2098EBF1A562527B3DF283BB8FA5CBA8275353DBB3C8","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0044 - Lucy Kimbell：《Rethinking Design Thinking Part I》，2011_paged.论文深度报告.md","20016","15348","267","65E3020A935841235FC27705738429754834037433954EAFC15496D05E6AF1B7","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0045 - M. J. Golec：《Cold War Modern Design 1945-1970 Fear and Fashion in the Cold War Posters of the Cold War》_paged.论文深度报告.md","16342","12072","224","6AFFCBF1EEF08A55AAF84BE62B45DF256E33A72214648D9DBC90A9CC58F22818","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0046 - Madina Tlostanova, Redi Koobak：《Border thinking and disidentification Postcolonial and postsocialist feminist di_adc7f3c9.论文深度报告.md","22660","18108","258","A626C5C9BD9EBF2EEC5844AE0EEBFABCDAE9FBACDC42872CA4B451F66FAB452D","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0047 - Marian Mazzone, Ahmed Elgammal：《Art, Creativity, and the Potential of Artificial Intelligence》_paged.论文深度报告.md","21118","16800","244","73CA364DB5716DCC3794971DED55423FD9039F6E117AD2F66CCE0007AEFD0E08","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0048 - Michael S. Kimmel, Eileen Boris, Alan Crawford：《The Arts and Crafts Movement Handmade Socialism or Elite Consume_fee5ee24.论文深度报告.md","18706","14068","242","F0AA7A7909E34FA060A56059AD039E6DD841E11303875827043C9069AC2D9075","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0049 - Nieusma：《Alternative Design Scholarship Working Toward Appropriate Design》.论文深度报告.md","15609","11457","225","9F24E4196510F90F248D2214CA73C016F58D4E178F1C3ABD9B59E6082D8D96EB","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0050 - Nigel Thrift：《Non-Representational Theory Space, Politics, Affect》，2008_paged.论文深度报告.md","26097","21298","289","BCD42477257B68B46496881BA3C24A349F5186E074227526B026F22F7558B47A","7000","4","0","PENDING"
"01-paper-report","01-paper-report\0051 - ONeill：《The Transformer Principles of Making Isotype Charts by Marie Neurath and.论文深度报告.md","16581","12113","226","6D86BBC178A10B51F2FC10DFF0024D571102D709B3122B100F0DD461B429287B","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0052 - Per Galle László Béla Kovács：《Replication protocol analysis a method for the study of real-world design thinking》_paged.论文深度报告.md","17998","13854","236","FAAE659600B7A88283210A5B2761E3F8D4694FA4EAF0898C402E9E4A80C6160F","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0053 - Reed Benhamou：《By Design Why There Are No Locks on the Bathroom Doors in the Hotel Louis XIV and Other Object Le_63945057.论文深度报告.md","15469","11251","215","8348551FF4EFCFA87FE5C3E9B5BE66419C213FEC1BB1EB23FC4C95B008D1806E","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0054 - Reflective design -- Phoebe Sengers; Kirsten Boehner; Shay David; Joseph 'Jofish.论文深度报告.md","20677","16267","271","ED68104AC9EDF38B6918153A1B8E2FB0E58FACA3FA73B096A11AAFA984849DEA","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0055 - Regine M. Gilbert：《Inclusive Design for a Digital World Designing with Accessibility in Mind》.论文深度报告.md","21260","16429","282","134D6B49E630FD5DAF80B1A9BC9119769A759E39EDF9079A6C49424A65A88A46","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0056 - Review by Ellen Mazur Thomson：《ULM DESIGN THE MORALITY OF OBJECTSby Herbert Lind.论文深度报告.md","17913","13379","234","8072EA5779869C06ED0EE311CE0E89C7F72A0E7DB4595DD64573E692505647C4","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0057 - Review：《Bauhaus 1919–1933 Workshops for Modernity Brown, Jack Perry(Ryerson & Bu.论文深度报告.md","19564","14809","245","5B541A7A89097643FC264F8FD266BAC6AC1A0443B6B19E843382C8CA6B9B3400","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0058 - Richard Buchanan：《Declaration by Design Rhetoric, Argument, and Demonstration in Design Practice》_paged.论文深度报告.md","19324","14554","252","61BABE6BB8E13E06EC6752E8748B84C485E0653AC7CFF4B109CB410526B4FF8D","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0059 - Richard Buchanan：《Wicked Problems in Design Thinking》_paged.论文深度报告.md","19640","15072","254","5A7A4122AA185B3282DB8ACD7BE256CD5A38ACD9B1A2A753B7F54F32079A7504","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0060 - Richard Coyne：《Wicked problems revisited》.论文深度报告.md","19825","15432","246","73D2CF5269DFA3380EFFD3372E90F6398312C9D29725FF0E4D5447BC6B532D34","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0061 - Saul Bass A Life in Film and Design, by Jennifer.论文深度报告.md","12458","8802","197","031E0BE09E73BB4B8243C016E2BE80B48F10FE32D279BAD9B18AC97276825662","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0062 - Stephen L. Vargo, Robert F. Lusch：《Evolving to a New Dominant Logic for Marketing》，2004_paged.论文深度报告.md","22811","17995","278","A624F9CC8F731F39D71632CA9C86DEF2C7E3CC059345443B5D1E3D58EB5C70C0","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0063 - Susan E. Reid：《Repenser le Dégel Versions du socialisme, influences internationales et société soviétique》，2005_paged.论文深度报告.md","21607","16977","249","0A9375921B4C61C7B6B045F527B7F6FE30B2CF4D3F96B16958DC6DF197D1A848","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0064 - Terry Irwin, Gideon Kossoff, Cameron Tonkinwise：《Transition Design Provocation》，2015_paged.论文深度报告.md","20494","15713","265","B8ED4E2FB29B90541F5FA5F13BF6A45D000AD4028123754377A91E17E1C237C4","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0065 - Terry Irwin：《Transition Design A Proposal for a New Area of Design Practice, Study, and Research》，2015_paged.论文深度报告.md","20786","16166","261","9CCCAA79C32D7EDC0B80CD81478AE04BBFFF857D7551A6FEEA93CC9C2AEDF1CE","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0066 - Thackara John：《In the Bubble. Designing in a Complex World》.论文深度报告.md","22746","17170","297","99BD935A7001C6624C8CBFC7D1864BD0710CAE385D66385344D0C2DB75E28113","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0067 - The Art Story Foundation：《Alexander Rodchenko》_paged.论文深度报告.md","17424","12946","239","774927920942FFA90B5A412DF3504EB8F1266D72BF85536C5113C9AE0D6FE55B","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0068 - The Politics of the Artificial _ Essays on Design and Design -- Victor Margolin.论文深度报告.md","26019","20296","301","41D06CC84F2D67959E0F9C6A87A8888B115D9A47FDABB4463819B5EDB4533FAC","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0069 - The Transformer_ Principles of Making Isotype -- O'Neill, Jesse -- Design Issues.论文深度报告.md","16639","12183","226","0D17B9E8A51EC2ACADC2444B45560AB6793C9E1D6B63AFE24FE56D4A289B43C4","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0070 - Ulla Johansson-Sköldberg, Jill Woodilla：《Design Thinking Past, Present and Possible Futures》_paged.论文深度报告.md","22458","17466","282","77D0A96C5333612227320D208AC7AE76A736FDA719EC0DEDD4911769692C826C","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0071 - Walter Benjamin：《The Work of Art in the Age of Mechanical Reproduction》，1935_paged.论文深度报告.md","17478","13148","240","D4570FEEFDE034EEED4BDDA5F44A627CEBFF619F38702CCADCE5860BE84F3251","7000","2","0","PENDING"
"01-paper-report","01-paper-report\0072 - Wiebe E. Bijker, Thomas P. Hughes：《The Social Construction of Technological Systems》，1987_paged.论文深度报告.md","24937","19962","289","DB44CB5936C9F671EDAAD7975782786DA6251510C280391E1DA81665807E40FC","7000","3","0","PENDING"
"01-paper-report","01-paper-report\0073 - Winner, Langdon：Do Artifacts Have Politics？, 1980_paged.论文深度报告.md","19085","14651","244","9A9758A00AD07BB901B272A2E2E215C0DAF18069FB2DA0024B2E08AFFB09716B","7000","3","0","PENDING"
"01-paper-report","01-paper-report\00-论文报告索引.md","41970","33966","105","B3E8DBBD6459FEAE6B4122E5DC2D3FB5AC016F224C6B8B2E0EAF766E1E1EDD82","7000","5","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-REVIEW复核进度.md","4025","2627","104","C729548AAD05312973F80C24418E5AD6564AB0BE424A18DD9FA4A488412EDEFE","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-REVIEW复核说明.md","289","189","9","73A982552CEF11E6829E17BADE3A47B7DD0D2380E66452D8DE68BA51BD47B615","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-REVIEW质量复核清单.md","1949","1117","42","EF55E49DDBD82763BBC15A1907188895D58F0123A0D975CBCEA479C810D85BB6","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-Step3-REVIEW复核完成总结.md","3791","2093","109","6C467EB352515768F7F7CBDD91A02E27C3EA0316836896D95ADC8520903C368E","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-Step4-TODO增强进度.md","13072","7584","194","D5425FCC25F203A0736E6780461F2DCC1C7FD8F2106A0652A9FC4A49D7C5AE2A","7000","2","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-增强报告覆盖审计索引.md","131498","122951","671","016E7B390C6B07C653FC4BCE755908DB2832D3EDE59801AD5F2572918B00EE8A","7000","18","0","PENDING"
"03-enhanced-report","03-enhanced-report\00-重复与版本治理登记.md","9156","5572","194","CA1B729F6C995E08D0E6F4189E8ED404BE83CDF83DDCC526212413489AF3A874","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0003-A-H-Munsell-A-Color-Notation-enhanced.md","7129","2875","118","793C668920646F9F4F64FFB0B18DB550F9873B45D1BCACE18BB490E82A8B49B9","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0006-Dawn-Ades-Photomontage-enhanced.md","8557","3499","165","019BA872C4C64177C391FB685B477B9AF453C579BC2197BE938236F4023F5962","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0008-Alain-Weill-Graphic-Design-A-History-enhanced.md","7089","2859","138","E9ED12AC16AD4FC5698E461A3A3A1B7F0ACB27DFB350C853B95E229C4F41DA67","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0009-Alain-Weill-The-Poster-A-Worldwide-Survey-and-History-enhanced.md","6708","2730","145","78C4055F9EB90B3C697DDD38707E43D7CCEA1E1DEE2799F56B7CBB9E86EBE076","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0010-Alan-Cooper-Robert-Reimann-David-Cronin-Christopher-Noessel-About-Face-enhanced.md","10773","4325","209","CD0BC8B8870102CBB0FBD0131B753E7CD67A1FCB8633B3C42D85DEC7480D7E79","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0011-Alastair-Duncan-American-Art-Deco-enhanced.md","7530","3082","142","28DE61DA2E0E530B2B9CD18351317774E48585D633CE78F300B0A902B39423A4","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0012-Alexander-Lavrentiev-Alexander-Rodchenko-Photography-1924-1954-enhanced.md","7959","3273","174","68C5122C57D4BFA727A76B8D73F307377E7F5F75F5A1721B1BB6E206D21FED32","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0013-Kerry-William-Purcell-Alexey-Brodovitch-enhanced.md","6907","2901","123","9D2A9B1305BB5F67874564A9E20D420DFB2F87C4732A72668031061089693E23","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0014-Alice-Rawsthorn-Hello-World-Where-Design-Meets-Life-enhanced.md","10521","4325","202","7C580FCCE58B279F93DF70FAA58372C490B9851283AF4518B9F446AE7C181A02","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0015-Alison-Black-Information-Design-Research-and-Practice-enhanced.md","10716","4234","218","9D9497EA44EE93A19D4129E33D993018F7FA1D9222E0D92C89C4F25D9F77F471","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0016-Alison-J-Clarke-Design-Anthropology-Object-Cultures-in-Transition-enhanced.md","10131","4087","201","F3741343959335CBEECCEBE6C17FAD931ADC9170FF31B6D4673F096B8847F727","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0017-Alla-Kholmatova-Design-Systems-enhanced.md","9505","3793","197","A72920BBF0ACCD225B26E60CB19D8224263FE9F28AB777F480BD23E7F467C12B","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0019-Ami-Ayalon-The-Arabic-Print-Revolution-enhanced.md","9865","3877","186","64200721E1FAFA99364B70415ABD24170BA5D28DB4F857056325828803F86807","7000","1","0","PENDING"
"03-enhanced-report","03-enhanced-report\book-enhanced\0020-Andrew-Feenberg-Transforming-Technology-A-Critical-Theory-Revisited-enhanced.md","10191","4043","199","891A8D634F665C5A53347E50DB797C15B60D3B5D36D571530D003C9AF0B69439","7000","1","0","PENDING"
